 kod_knihy,nazev,autor,Kategorie, obor_zanr,umisteni,signatura,zpusob_ziskani,mautritni,pujčena
,"Dostojevskij, Fjodor Michajlovič",Zločin a trest I,,,,není,darovaná,,
,"Dostojevskij, Fjodor Michajlovič",Zločin a trest II,,,,není,darovaná,,
,"Dousková, Irena",O bílých slonech,,,,není,darovaná,,
,"Doyle, Arthur Conan",Dobrodružství Sherlocka Holmese,,,,není,darovaná,,
,"Doyle, Arthur Conan",Údolí strachu,,,,není,darovaná,,
,"Doyle, Arthur Conan",Poslední poklona Sherlocka Holmese,,,,není,darovaná,,
,"Doyle, Arthur Conan",Země mlhy,,,,není,darovaná,,
,"Doyle, Arthur Conan",Pes baskervillský,,,,není,darovaná,,
,"Doyle, Arthur Conan",Pes baskervillský,,,,není,darovaná,,
,"Drda, Jan",Němá barikáda,,,,není,darovaná,,
,"Drda, Jan",České pohádky,,,,není,darovaná,,
,"Drda, Jan",České pohádky,,,,není,darovaná,,
,"Drnák, Vladimír",Hlavou proti zdi,,,,není,darovaná,,
,"Drnák, Vladimír",Španělská rapsodie,,,,není,darovaná,,
,"Dreiser, Theodore",Americká tragédie,,,,není,darovaná,,
,"Druon, Maurice",Burziáni,,,,není,darovaná,,
,"Dumas, Alexandre","Hrabě monte Cristo I, II",,,,není,darovaná,,
,"Dumas, Alexandre","Hrabě monte Cristo III, IV",,,,není,darovaná,,
,"Dumas, Alexandre","Hrabě monte Cristo V, VI",,,,není,darovaná,,
,"Dumas, Alexandre",Robin Hood,,,,není,darovaná,,
,"Dumas, Alexandre",Válka žen I,,,,není,darovaná,,
,"Dumas, Alexandre",Válka žen II,,,,není,darovaná,,
,"Dumas, Alexandre",Antonie – Sultanetá,,,,není,darovaná,,
,"Dumas, Alexandre",Rozkošnice,,,,není,darovaná,,
,"Dumas, Alexandre",Dáma se sametovou páskou,,,,není,darovaná,,
,"Dumas, Alexandre",Pařížští mohykáni,,,,není,darovaná,,
,"Dumas, Alexandre",Kněžna Flora,,,,není,darovaná,,
,"Dumas, Alexandre",Tři mušketýři po dvaceti letech,,,,není,darovaná,,
,"Dumas, Alexandre","Paměti lékařovy 1, 2",,,,není,darovaná,,
,"Dumas, Alexandre","Paměti lékařovy 3, 4",,,,není,darovaná,,
,"Dumas, Alexandre",Paměti lékařovy 5,,,,není,darovaná,,
,"Dumas, Alexandre",Paměti lékařovy 6,,,,není,darovaná,,
,"Dumas, Alexandre",Paměti lékařovy 7,,,,není,darovaná,,
,"Dumas, Alexandre",Paměti lékařovy 8,,,,není,darovaná,,
,"Dumas, Alexandre ml.",Dáma s kaméliemi,,,,není,darovaná,,
,"Dumas, Alexandre ml.",Dáma s kaméliemi,,,,není,darovaná,,
,"Dumas, Alexandre ml.",Dáma s kaméliemi,,,,není,darovaná,,
,"Dunckerová, Dora",George Sandová (Kniha vášně),,,,není,darovaná,,
,"Durrell, Gerald",Moderní Noe,,,,není,darovaná,,
,"Dűrrenmatt, Friedrich",Soudce a jeho kat,,,,není,darovaná,,
,"Dušek, Václav", Velký aforistikon,,,,není,darovaná,,
,"Dűrrenmatt, Friedrich","Soudce a jeho kat, Podezření, Slib",,,,není,darovaná,,
,"Durych, Jaroslav",Bloudění,,,,není,darovaná,,
,"Durych, Jaroslav",Masopust,,,,není,darovaná,,
,"Durych, Jaroslav",Masopust,,,,není,darovaná,,
,"Durych, Jaroslav",Rekviem,,,,není,darovaná,,
,"Durych, Jaroslav",Světlo v temnotách,,,,není,darovaná,,
,"Dyk, Viktor",Krysař,,,,není,darovaná,,
,"Dyk, Viktor",Krysař a jiné prózy,,,,není,darovaná,,
,,,,,,není,darovaná,,
,#NÁZEV?,,,,,není,darovaná,,
,,,,,,není,darovaná,,
,"Eclairová, Jenny",,,,,není,darovaná,,
,"Eco, Umberto",Baldolino,,,,není,darovaná,,
,"Edenhofer, Julia",Madonna,,,,není,darovaná,,
,"Edigey, Jerzy",Pohár čistej vody (slovensky),,,,není,darovaná,,
,"Einstein, Albert",Jak vidím svět,,,,není,darovaná,,
,"Eisner, Pavel",Podivuhodná dobrodružství námořníka Sindibáda,,,,není,darovaná,,
,"Eluard, Paul",Veřejná růže,,,,není,darovaná,,
,"Erben, Karel Jaromír",Kytice z pověstí národních,,,,není,darovaná,,
,"Erben, Karel Jaromír",Zlatý kolovrat,,,,není,darovaná,,
,"Erben, Karel Jaromír",Pohádky,,,,není,darovaná,,
,"Erenburg, Ilja",Pád Paříže,,,,není,darovaná,,
,"Erskine, John",Nezbedný mistr balad (o Villonovi),,,,není,darovaná,,
,"Evans, G. S.",Týden v tiché zemi,,,,není,darovaná,,
,,,,,,není,darovaná,,
,- F -,,,,,není,darovaná,,
,,,,,,není,darovaná,,
,"Fabricius, Johan",Tonek z Napoleonovy armády,,,,není,darovaná,,
,"Fabricius, Johan",Melodie dálek,,,,není,darovaná,,
,"Fabricius, Johan",Velký géz,,,,není,darovaná,,
,"Fallada, Hans",Vlk mezi vlky 1,,,,není,darovaná,,
,"Fallada, Hans",Vlk mezi vlky 2,,,,není,darovaná,,
,"F., Christiane",My děti ze stanice ZOO,,,,není,darovaná,,
,"Feuchtwanger, Lion",Bláznova moudrost,,,,není,darovaná,,
,"Feuchtwanger, Lion",Bláznova moudrost,,,,není,darovaná,,
,"Feuchtwanger, Lion",Lišky na vinici,,,,není,darovaná,,
,"Feuchtwanger, Lion",Nepravý Nero,,,,není,darovaná,,
,"Feuchtwanger, Lion",Jefta a jeho dcera,,,,není,darovaná,,
,"Feuchtwanger, Lion",Židovka z Toleda,,,,není,darovaná,,
,"Feuchtwanger, Lion",Židovka z Toleda,,,,není,darovaná,,
,"Feuchtwanger, Lion",Žid Süss,,,,není,darovaná,,
,"Féval, Paul","Tajnosti Londýna I, II",,,,není,darovaná,,
,"Fitzgerald, Francis Scott",Na prahu ráje,,,,není,darovaná,,
,"Fitzgerald, Francis Scott",Něžná je noc,,,,není,darovaná,,
,"Fitzgerald, Francis Scott",Velký Gatsby – poslední magnát,,,,není,darovaná,,
,"Flaška, Smil z Pardubic",Nová rada,,,,není,darovaná,,
,"Flaubert, Gustav",Paní Bovaryová,,,,není,darovaná,,
,"Flaubert, Gustav",Paní Bovaryová,,,,není,darovaná,,
,"Flaubert, Gustav",Citová výchova,,,,není,darovaná,,
,"Flaubert, Gustav",Paní Bovaryová,,,,není,darovaná,,
,"Fleming, Ian",Dr. No,,,,není,darovaná,,
,"Foglar, Jaroslav",Tábor smůly,,,,není,darovaná,,
,"Forsyth, Frederick",Den pro Šakala,,,,není,darovaná,,
,"Forsyth, Frederick",Pastýř,,,,není,darovaná,,
,"Fousek, Josef","Dobré jitro, člověče",,,,není,darovaná,,
,"Fowles, John",Francouzova milenka,,,,není,darovaná,,
,"France, Anatole",Ostrov tučňáků,,,,není,darovaná,,
,"Francis, Dick",Do černého,,,,není,darovaná,,
,"Francis, Dick",Za trest,,,,není,darovaná,,
,"Francis, Dick",Reflex,,,,není,darovaná,,
,"Francis, Dick",Oheň a bič,,,,není,darovaná,,
,"Francis, Dick",Hra na fanty,,,,není,darovaná,,
,"Francis, Dick",Vyšetřovací komise,,,,není,darovaná,,
,"Francis, Dick",Cílová rovinka,,,,není,darovaná,,
,"Francis, Dick",Pole pro třináct,,,,není,darovaná,,
,"Francis, Dick",Rodinná čest,,,,není,darovaná,,
,"Francis, Dick",Smrt favorita,,,,není,darovaná,,
,"Francis, Dick",Vysoké sázky,,,,není,darovaná,,
,"Francis, Dick",Hrozba,,,,není,darovaná,,
,"Francis, Dick",Až za hrob,,,,není,darovaná,,
,"Francis, Dick",Hra s čísly,,,,není,darovaná,,
,"Francis, Dick",Živá investice,,,,není,darovaná,,
,"Francis, Dick",Smrtící zkouška,,,,není,darovaná,,
,"Francis, Dick",Sport královen,,,,není,darovaná,,
,"Francis, Dick",Start bez cíle,,,,není,darovaná,,
,"Francis, Dick",Risk,,,,není,darovaná,,
,"Francis, Dick",Cena krve,,,,není,darovaná,,
,"Francis, Dick",Rozkazem,,,,není,darovaná,,
,"Francis, Dick",Motiv koní,,,,není,darovaná,,
,"Francis, Dick",Drahý čas,,,,není,darovaná,,
,"Francis, Dick",Souboj v letu,,,,není,darovaná,,
,"Francis, Dick",Rozcestí,,,,není,darovaná,,
,"Francis, Dick",Horké peníze,,,,není,darovaná,,
,"Francis, Dick",Stopa vede za moře,,,,není,darovaná,,
,"Francis, Dick",Tvrdý úder,,,,není,darovaná,,
,"Francis, Dick",Nervy,,,,není,darovaná,,
,"Francis, Dick",V šachu,,,,není,darovaná,,
,"Francis, Dick",Kouřová clona,,,,není,darovaná,,
,"Francis, Dick",Hurikán,,,,není,darovaná,,
,"Francis, Dick",Chladná zrada,,,,není,darovaná,,
,"Francis, Dick",Dražby,,,,není,darovaná,,
,"Francis, Dick",Divocí koně,,,,není,darovaná,,
,"Francis, Dick",Expert,,,,není,darovaná,,
,"Francis, Dick",Návrat diplomata,,,,není,darovaná,,
,"Francis, Dick",Mezi koly,,,,není,darovaná,,
,"Frič, Josef Václav",Písně z bašty a jiné,,,,není,darovaná,,
,"Frýd, Norbert",Císařovna,,,,není,darovaná,,
,"Frýd, Norbert",Prales,,,,není,darovaná,,
,"Fučík, Julius",Reportáž psaná na oprátce,,,,není,darovaná,,
,"Fučík, Julius",Reportáž psaná na oprátce,,,,není,darovaná,,
,"Fuks, Ladislav",Myši Natálie Mooshaberové,,,,není,darovaná,,
,"Fuks, Ladislav",Pan Theodor Mundstock,,,,není,darovaná,,
,"Fuks, Ladislav",Variace pro temnou strunu,,,,není,darovaná,,
,"Fulghum, Hubert S.","Jaký otec, takový syn",,,,není,darovaná,,
,"Fulghum, Robert","Možná, možná ne",,,,není,darovaná,,
,"Fulghum, Robert","Už hořela, když jsem si do ní lehal",,,,není,darovaná,,
,"Furnberg, Louis",Amadé a Casanovva,,,,není,darovaná,,
,,,,,,není,darovaná,,
,- G -,,,,,není,darovaná,,
,,,,,,není,darovaná,,
,"Galsworthy, John",Venkovské sídlo,,,,není,darovaná,,
,"Galsworthy, John",Venkovské sídlo,,,,není,darovaná,,
,"Galsworthy, John",Labutí zpěv,,,,není,darovaná,,
,"Galsworthy, John",Stříbrná lžička,,,,není,darovaná,,
,"Gardner, Erle Stanley",Případ krásné zpěvačky,,,,není,darovaná,,
,"Gilar, Martin",Zamrzlý vesmír,,,,není,darovaná,,
,"Glazarová, Jarmila",Advent,,,,není,darovaná,,
,"Glazarová, Jarmila",Roky v kruhu,,,,není,darovaná,,
,"Glazarová, Jarmila",Vlčí jáma,,,,není,darovaná,,
,"Glazarová, Jarmila",Vlčí jáma,,,,není,darovaná,,
,"Glazarová, Jarmila",Vlčí jáma,,,,není,darovaná,,
,"Goethe, Johann Wolfgang",Utrpení mladého Werthera,,,,není,darovaná,,
,"Gogol, Nikolaj Vasiljevič",Revizor,,,,není,darovaná,,
,"Gogol, Nikolaj Vasiljevič",Taras Bulba,,,,není,darovaná,,
,"Gogol, Nikolaj Vasiljevič",Mrtvé duše,,,,není,darovaná,,
,"Golding, Louis",Sláva Elsie Silverové,,,,není,darovaná,,
,"Granzotto, Gianni",Po stopách Kryštofa Kolumba,,,,není,darovaná,,
,"Graves, Robert",Hrabě Belisarius,,,,není,darovaná,,
,"Graves, Robert",Zvedá se severní vítr,,,,není,darovaná,,
,"Graves, Robert","Já, Claudius",,,,není,darovaná,,
,"Graves, Robert",Claudius bůh,,,,není,darovaná,,
,"Gray, John","Muži jsou z Marsu, ženy z Venuše",,,,není,darovaná,,
,"Green, Graham",Honorární konzul doktor Fischer ze Ženevy,,,,není,darovaná,,
,"Green, Graham",Tichý Američan,,,,není,darovaná,,
,"Grimmelhausen, Hans Jakob Christoph",Dobrodružný Simplicius Simplicissimus,,,,není,darovaná,,
,"Groom, Winston",Forrest Gump,,,,není,darovaná,,
,"Groom, Winston",Forrest Gump,,,,není,darovaná,,
,"Gulik, Robert van",Třikrát soudce Ti,,,,není,darovaná,,
,,,,,,není,darovaná,,
,- H -,,,,,není,darovaná,,
,,,,,,není,darovaná,,
,"Haemmerling, Konrád","Muž, nazývaný Shakespeare",,,,není,darovaná,,
,"Haggard, H. R.",Allanova žena,,,,není,darovaná,,
,"Hailey, Arthur",Kola,,,,není,darovaná,,
,"Hailey, Arthur",Hotel,,,,není,darovaná,,
,"Halliburton, Richard",Létající koberec,,,,není,darovaná,,
,"Hájíček, Jiří",Zloději zelených koní,,,,není,darovaná,,
,"Hajn, Petr",Jak se píší knihy,,,,není,darovaná,,
,"Halas, František",Z Arizony proti Rakousku,,,,není,darovaná,,
,"Halas, František",Hlas domova,,,,není,darovaná,,
,"Hálek, Vítězslav",Muzikantská Liduška,,,,není,darovaná,,
,"Hálek, Vítězslav",Vesnické povídky,,,,není,darovaná,,
,"Hálek, Vítězslav",Básně,,,,není,darovaná,,
,"Hálek, Vítězslav",Tři obrázky,,,,není,darovaná,,
,"Haoyvá, Marie",Zimní královna,,,,není,darovaná,,
,"Harden, Bernd",Proč krokodýli mají se jen za bouřky,,,,není,darovaná,,
,"Harden, Blaine",Útěk z Tábora 14,,,,není,darovaná,,
,"Hardy, Thomas",Starosta casterbridgeský,,,,není,darovaná,,
,"Harris, Thomas",Černá neděle,,,,není,darovaná,,
,"Harte, Bret",V údolí Sacramenta,,,,není,darovaná,,
,"Hasse, Karel",Cirkusácké živobytí,,,,není,darovaná,,
,"Hašek, Jaroslav",Abeceda humoru A/L,,,,není,darovaná,,
,"Hašek, Jaroslav",Dějiny strany mírného pokroku v mezích zákona,,,,není,darovaná,,
,"Hašek, Jaroslav",Idylky z pekla,,,,není,darovaná,,
,"Hašek, Jaroslav","Osudy dobrého vojáka Švejka 1, 2",,,,není,darovaná,,
,"Hašek, Jaroslav","Osudy dobrého vojáka Švejka 1, 2",,,,není,darovaná,,
,"Hašek, Jaroslav","Osudy dobrého vojáka Švejka 3, 4",,,,není,darovaná,,
,"Hašek, Jaroslav","Osudy dobrého vojáka Švejka 3, 4",,,,není,darovaná,,
,"Hašek, Jaroslav","Panoptikum měšťáků, byrokratů a jiných zkamenělin",,,,není,darovaná,,
,"Hašek, Jaroslav",Školní výlet,,,,není,darovaná,,
,"Hašek, Jaroslav",Osudy dobrého vojáka Švejka za světové války II,,,,není,darovaná,,
,"Hašek, Jaroslav",Satiry a humoresky,,,,není,darovaná,,
,"Hašek, Jaroslav",Aféra s křečkem a jiné povídky,,,,není,darovaná,,
,"Hašek, Jaroslav",Satiry a humoresky,,,,není,darovaná,,
,"Hašek, Jaroslav",Osudy dobrého vojáka Švejka za světové války,,,,není,darovaná,,
,"Hara, John O´",Dostaveníčko v Samaře,,,,není,darovaná,,
,"Havel, Václav",Asanace,,,,není,darovaná,,
,"Havel, Václav","Do různých stran (eseje, články atd.)",,,,není,darovaná,,
,"Havel, Václav",O lidskou identitu,,,,není,darovaná,,
,"Havel, Václav a Dagmar",Osudy v jednom svazku,,,,není,darovaná,,
,"Havlíček, Jaroslav",Helimadoe,,,,není,darovaná,,
,"Havlíček, Jaroslav",Petrolejové lampy,,,,není,darovaná,,
,"Havlíček – Borovský, Karel",Jiskry z křemene,,,,není,darovaná,,
,"Havlíček – Borovský, Karel","Křest sv. Vladimíra, Epigramy",,,,není,darovaná,,
,"Havlíček – Borovský, Karel",Básnické dílo,,,,není,darovaná,,
,"Hawkerová, Lizzy",Běžkyně,,,,není,darovaná,,
,"Heine, Heinrich",Výbor z díla,,,,není,darovaná,,
,"Heller, Joseph",Bůh ví,,,,není,darovaná,,
,"Heller, Joseph",Hlava XXII,,,,není,darovaná,,
,"Hemingway, Ernest",Komu zvoní hrana,,,,není,darovaná,,
,"Hemingway, Ernest","Sbohem, armádo",,,,není,darovaná,,
,"Hemingway, Ernest","Sbohem, armádo",,,,není,darovaná,,
,"Hemingway, Ernest",Smrt odpoledne,,,,není,darovaná,,
,"Hemingway, Ernest",Stařec a moře,,,,není,darovaná,,
,"Hemingway, Ernest",Zelené pahorky africké,,,,není,darovaná,,
,"Hemingway, Ernest",Zelené pahorky africké,,,,není,darovaná,,
,"Hemingway, Ernest",Mít a nemít,,,,není,darovaná,,
,"Hemingway, Ernest","Sbohem, armádo!",,,,není,darovaná,,
,Henry O.,Romance čumilů,,,,není,darovaná,,
,"Hermann, Ignát",Otec Kondelík a ženich Vejvara,,,,není,darovaná,,
,"Herriot, James",To by se zvěrolékaři stát nemělo,,,,není,darovaná,,
,"Herriot, James",To by se zvěrolékaři stát nemělo,,,,není,darovaná,,
,"Heyerdahl, Thor",Ve znamení Kon-Tiki,,,,není,darovaná,,
,"Heym, Stefan",Křižáci na západě,,,,není,darovaná,,
,"Hilton, James","Sbohem, pane profesore",,,,není,darovaná,,
,"Hiršal, Josef",Párkař,,,,není,darovaná,,
,"Hiršal, Josef",Vínek vzpomínek,,,,není,darovaná,,
,"Hladík, Václav",Trest,,,,není,darovaná,,
,"Hlaváček, Václav",Mnoho na jednu generaci,,,,není,darovaná,,
,"Hoffmann, E. T. A.",Ďáblův elixír,,,,není,darovaná,,
,"Holub, Jaroslav",Ono se letělo,,,,není,darovaná,,
,Homér,Odysseia,,,,není,darovaná,,
,"Hora, Jan",Čas – bratr mého srdce,,,,není,darovaná,,
,"Horáček, Jaromír",Muderlanti zpod Žalýho,,,,není,darovaná,,
,"Horák, Petr",Svět Blaise Pascala,,,,není,darovaná,,
,"Hörderlin, Friedrich",Hyperion,,,,není,darovaná,,
